Manufacturer,Model Number,Description,Safety Certification,Nameplate Pmax,PTC,Notes,Design Qualification Certification (Optional Submission),Performance Evaluation (Optional Submission),Family,Technology,A_c,N_s,N_p,BIPV,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,γPmax,αIsc,βVoc,αIpmax,βVpmax,"IPmax, low","VPmax, low","IPmax, NOCT","VPmax, NOCT",Mounting,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STC_Efficiency
"Phono Solar Technology Co.,Ltd.",PS460M5GF-24/TH,"460 W, 144 half-cut cell bifacial monocrystalline module, 1000V max system Vdc",UL 61730,460,430.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,72,2,Y,11.48,49.8,11.00,41.8,44.2,-0.350,0.046,-0.266,,,2.18,40.28,8.66,39.2,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.30%
"Phono Solar Technology Co.,Ltd.",PS460M5GFH-24/TH,"460 W, 144 half-cut cell bifacial monocrystalline module, 1500V max system Vdc",UL 61730,460,430.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,72,2,Y,11.48,49.8,11.00,41.8,44.2,-0.350,0.046,-0.266,,,2.18,40.28,8.66,39.2,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.30%
"Phono Solar Technology Co.,Ltd.",PS465M5GF-24/TH,"465 W, 144 half-cut cell bifacial monocrystalline module, 1000V max system Vdc",UL 61730,465,435.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,72,2,Y,11.54,49.8,11.10,41.9,44.2,-0.350,0.046,-0.266,,,2.20,40.36,8.74,39.2,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.53%
"Phono Solar Technology Co.,Ltd.",PS465M5GFH-24/TH,"465 W, 144 half-cut cell bifacial monocrystalline module, 1500V max system Vdc",UL 61730,465,435.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.16,72,2,Y,11.54,49.8,11.10,41.9,44.2,-0.350,0.046,-0.266,,,2.20,40.36,8.74,39.2,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.53%
Rare Manufacturing,IW-40-B12345YZZ,40 W Mono c-Si BIPV roof panel,UL 1703,40,25.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,0.341,16,1,Y,5.54,9.26,5.00,8.00,61.3,-0.898343,0.188080,-0.599112,0.198491,-0.753773,0.99,7.92,4.64,5.81,BIPV,Flat Plate,0.305,1.118,1.0,0.196739625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.73%
"Seraphim Solar System Co.,Ltd.",SRP-285-6MB-BB,60 Cell Mono c-Si PV Module Black Backsheet,UL 1703,285,260.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.57,60,,Y,9.33,39.1,9.05,31.5,46.9,-0.4,0.038,-0.286,-0.006,-0.394,1.757,31.293,7.066,29.196,,,,,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.15%
"Seraphim Solar System Co.,Ltd.",SRP-290-6MB-BB,60 Cell Mono c-Si PV Module Black Backsheet,UL 1703,290,264.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.57,60,,Y,9.44,39.3,9.15,31.7,46.9,-0.4,0.038,-0.286,-0.006,-0.394,1.757,31.293,7.066,29.196,,,,,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.47%
"Seraphim Solar System Co.,Ltd.",SRP-295-6MB-BB,60 Cell Mono c-Si PV Module Black Backsheet,UL 1703,295,269.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.57,60,,Y,9.56,39.5,9.25,31.9,46.9,-0.4,0.038,-0.286,-0.006,-0.394,1.757,31.293,7.066,29.196,,,,,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.79%
"Seraphim Solar System Co.,Ltd.",SRP-300-6MB-BB,60 Cell Mono c-Si PV Module Black Backsheet,UL 1703,300,274.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.57,60,,Y,9.65,39.7,9.35,32.1,46.9,-0.4,0.038,-0.286,-0.006,-0.394,1.757,31.293,7.066,29.196,,,,,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.11%
"Seraphim Solar System Co.,Ltd.",SRP-305-6MB-BB,60 Cell Mono c-Si PV Module Black Backsheet,UL 1703,305,278.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.57,60,,Y,9.76,39.9,9.45,32.3,46.9,-0.4,0.038,-0.286,-0.006,-0.394,1.757,31.293,7.066,29.196,,,,,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.43%
STACE Solar Solutions Inc.,STA-PV72B360,"360 W, 72 cell bifacial monocrystalline module, 1500V max system Vdc",UL 1703,360,326.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,12,6,Y,9.74,46.7,9.03,40.1,49.5,-0.379,0.030,-0.276,1.788,37.565,7.12,35.23,7.12,35.2,,,,,,,2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.46%
STACE Solar Solutions Inc.,STA-PV72B365,"365 W, 72 cell bifacial monocrystalline module, 1500V max system Vdc",UL 1703,365,331.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,12,6,Y,9.78,46.9,9.06,40.3,49.5,-0.379,0.030,-0.276,1.793,37.761,7.15,35.42,7.15,35.4,,,,,,,2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.72%
STACE Solar Solutions Inc.,STA-PV72B370,"370 W, 72 cell bifacial monocrystalline module, 1500V max system Vdc",UL 1703,370,336.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,12,6,Y,9.75,47.3,9.08,40.8,49.5,-0.379,0.030,-0.276,1.797,38.200,7.16,35.83,7.16,35.8,,,,,,,2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.97%
STACE Solar Solutions Inc.,STA-PV72B375,"375 W, 72 cell bifacial monocrystalline module, 1500V max system Vdc",UL 1703,375,341.0,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,12,6,Y,9.76,47.5,9.10,41.1,49.5,-0.379,0.030,-0.276,1.802,38.477,7.18,36.09,7.18,36.1,,,,,,,2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.23%
Sunflare Co.,FLEX60-160W,"160 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,160,138.5,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.19,35.1,5.80,27.6,55.9,-0.385,-0.012,-0.313,,,1.00,23.04,4.31,23.4,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76%
Sunflare Co.,FLEX60-160W-M20-A,"160 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,160,138.5,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.19,35.1,5.80,27.6,55.9,-0.385,-0.012,-0.313,,,1.00,23.04,4.31,23.4,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76%
Sunflare Co.,FLEX60-165W,"165 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,165,142.9,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.28,35.4,6.00,27.5,55.9,-0.385,-0.012,-0.313,,,1.04,22.93,4.45,23.3,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06%
Sunflare Co.,FLEX60-165W-M20-A,"165 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,165,142.9,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.28,35.4,6.00,27.5,55.9,-0.385,-0.012,-0.313,,,1.04,22.93,4.45,23.3,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06%
Sunflare Co.,FLEX60-170W,"170 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,170,147.3,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.38,35.7,6.21,27.4,55.9,-0.385,-0.012,-0.313,,,1.08,22.82,4.61,23.2,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.37%
Sunflare Co.,FLEX60-170W-M20-A,"170 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,170,147.3,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.38,35.7,6.21,27.4,55.9,-0.385,-0.012,-0.313,,,1.08,22.82,4.61,23.2,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.37%
Sunflare Co.,FLEX60-175W,"175 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,175,151.7,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.42,36.0,6.22,28.2,55.9,-0.385,-0.012,-0.313,,,1.08,23.50,4.62,23.9,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.67%
Sunflare Co.,FLEX60-175W-M20-A,"175 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,175,151.7,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.42,36.0,6.22,28.2,55.9,-0.385,-0.012,-0.313,,,1.08,23.50,4.62,23.9,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.67%
Sunflare Co.,FLEX60-177W,"177 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,177,153.5,Formerly Sunflare Co. Flex60,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.67,36.1,6.49,27.3,55.9,-0.385,-0.012,-0.313,,,1.12,22.74,4.82,23.1,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.79%
Sunflare Co.,FLEX60-180W,"180 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,180,156.2,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.43,36.4,6.28,28.7,55.9,-0.385,-0.012,-0.313,,,1.09,23.92,4.66,24.3,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.98%
Sunflare Co.,FLEX60-180W-M20-A,"180 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,180,156.2,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.43,36.4,6.28,28.7,55.9,-0.385,-0.012,-0.313,,,1.09,23.92,4.66,24.3,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.98%
Sunflare Co.,FLEX60-185W,"185 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,185,160.6,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.53,36.6,6.53,28.3,55.9,-0.385,-0.012,-0.313,,,1.13,23.62,4.85,24.0,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.28%
Sunflare Co.,FLEX60-185W-M20-A,"185 W, 60 cell CIGS thin film module, black backsheet, 1000V max system Vdc",UL 1703,185,160.6,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.64,60,1,Y,7.53,36.6,6.53,28.3,55.9,-0.385,-0.012,-0.313,,,1.13,23.62,4.85,24.0,,,,,,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.28%
SunPower,PL-PLT-63L-BLK-U,"63W Monocrystalline Module, SunTile",UL 1703,63,55.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,0.351,22,1,Y,5.50,14.50,5.30,11.90,57.4,-0.385400,0.031800,-0.278000,-0.026800,-0.362500,1.05,11.18,4.05,10.50,BIPV,Flat Plate,0.252,1.393,1.0,0.186285677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.95%
SunPower,SPR-76R-BLK-U,"76W Monocrystalline Module, SunTile",UL 1703,76,64.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,0.541,24,1,Y,6.02,16.20,5.65,13.45,55.4,-0.451300,0.030800,-0.379100,-0.026700,-0.430000,1.13,12.58,2.96,6.43,BIPV,Flat Plate,0.342,1.582,1.0,0.186698511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05%
SunPower,SPR-76RE-BLK-U,"76W Monocrystalline Module, SunTile",UL 1703,76,64.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,0.541,24,1,Y,6.02,16.20,5.65,13.45,55.4,-0.451300,0.030800,-0.379100,-0.026700,-0.430000,1.13,12.58,2.96,6.43,BIPV,Flat Plate,0.342,1.582,1.0,0.186698511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05%
SUNSTYLE AG / LTD,SUNSTYLE M75,"75 W, 24 cell monocrystalline module, 1000V max system Vdc",UL 1703,75,68.2,,2018-10-26,No Information Submitted,Monocrystalline,Mono-c-Si,0.72,24,1,Y,6.30,15.6,6.00,12.5,43.3,-0.438,0.033,-0.328,1.209,12.312,1.21,12.31,4.73,11.8,,,,,,,2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42%
SUNSTYLE AG / LTD,SUNSTYLE M80,"80 W, 24 cell monocrystalline module, 1000V max system Vdc",UL 1703,80,72.8,,2018-10-26,No Information Submitted,Monocrystalline,Mono-c-Si,0.72,24,1,Y,6.60,15.7,6.40,12.6,43.3,-0.438,0.033,-0.328,1.290,12.410,1.29,12.41,5.04,11.9,,,,,,,2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11%
Suntech Power,STP050D-5/ZCB,50 W Polycrystalline Waterproof Built-in PV Roof Tile,UL 1703,50,44.0,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,0.392,14,1,Y,7.68,8.80,7.10,6.85,50.3,-0.435000,0.054000,-0.328000,-0.102000,-0.413000,1.39,6.98,5.92,6.30,BIPV,Flat Plate,0.343,1.143,1.0,0.194418585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.76%
Suntech Power,STP050D-5/ZCF,50 W Polycrystalline Waterproof Built-in PV Roof Tile,UL 1703,50,44.0,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,0.392,14,1,Y,7.68,8.80,7.10,6.85,50.3,-0.435000,0.054000,-0.328000,-0.102000,-0.413000,1.39,6.98,5.92,6.30,BIPV,Flat Plate,0.343,1.143,1.0,0.194418585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.76%
Suntech Power,STP050D-5/ZCG,50 W Polycrystalline Waterproof Built-in PV Roof Tile,UL 1703,50,44.0,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,0.392,14,1,Y,7.68,8.80,7.10,6.85,50.3,-0.435000,0.054000,-0.328000,-0.102000,-0.413000,1.39,6.98,5.92,6.30,BIPV,Flat Plate,0.343,1.143,1.0,0.194418585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.76%
SunTegra,STS-110M-B4U,"110 W, 24 cell monocrystalline shingle module, black backsheet, 600V max system Vdc",UL 1703,110,95.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,0.66,24,1,Y,9.41,15.5,8.66,12.7,57.3,-0.404,0.038,-0.291,-0.009,-0.396,1.72,12.32,6.86,11.1,,,,,,,2018-10-01,2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67%
SunTegra,STS-114M-B4U,"114 W, 24 cell monocrystalline shingle module, black backsheet, 600V max system Vdc",UL 1703,114,98.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,0.66,24,1,Y,9.68,15.5,8.92,12.8,57.3,-0.404,0.038,-0.291,,,1.77,12.38,7.07,11.1,,,,,,,2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.27%
Tesla Inc.,SR24S3-2,23.75W Polycrystalline Smooth Solar Roof Module,UL 1703,23.75,20.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,0.24,6,,Y,8.35,3.8,7.80,3.0,49.0,-0.509,0.048,-0.325,0.009,-0.499,1.66,3.00,6.52,2.7,,,,,,,2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.90%
Tesla Inc.,SR24T3-2,23.75W Polycrystalline Textured Solar Roof Module,UL 1703,23.75,20.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,0.24,6,,Y,8.35,3.8,7.80,3.0,49.0,-0.509,0.048,-0.325,0.009,-0.499,1.66,3.00,6.52,2.7,,,,,,,2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.90%
Tesla Inc.,SR25S3,25W Smooth Solar Roof Module,UL 1703,25,22.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,0.236,6,,Y,7.70,4.30,7.20,3.50,49.9,-0.389900,0.026000,-0.273100,-0.030000,-0.345800,1.48,3.43,6.06,3.21,,,,,,,2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.59%
Tesla Inc.,SR25T3,25 W Textured Solar Roof Module,UL 1703,25,21.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,0.237,6,,Y,7.70,4.30,7.20,3.50,53.8,-0.381600,0.022000,-0.290700,-0.047700,-0.369000,1.58,3.31,5.87,3.04,,,,,,,2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55%
Tesla Inc.,SR60T1,"58.47 W, 42 cell polycrystalline Solar Roof module, 600V max system Vdc",UL 61730,58.47,52.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,0.49,21,2,Y,5.65,13.3,5.32,11.0,50.0,-0.395,0.047,-0.299,,,1.05,10.35,4.24,9.8,,,,,,,2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93%
Tesla Inc.,SR72T1,72 W  Monocrystalline Solar Roof Module,UL 61730,72,65.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,0.49,21,2,Y,6.80,14.2,6.30,11.3,48.2,-0.372,0.037,-0.266,1.250,11.300,1.25,11.30,5.05,10.5,,,,,,,2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.69%
Tesla Inc.,SR72T2,72 W  Monocrystalline Solar Roof Module,UL 61730,72,65.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,0.49,21,2,Y,6.80,14.2,6.30,11.3,48.2,-0.372,0.037,-0.266,,,1.25,11.30,5.05,10.5,,,,,,,2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.69%
Xunlight,XRU10-71,71W 3-a-Si Thin Film Module,UL 1703,71,62.5,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.002,10,1,Y,5.39,22.50,4.24,16.67,61.5,-0.279000,0.142000,-0.384000,0.112000,-0.427000,0.80,15.68,3.88,14.03,BIPV,Flat Plate,0.356,2.815,1.0,0.176005371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09%
Xunlight,XRU10-74,74W 3-a-Si Thin Film Module,UL 1703,74,65.2,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.002,10,1,Y,5.39,22.50,4.45,16.67,61.5,-0.279000,0.142000,-0.384000,0.112000,-0.427000,0.84,15.68,4.07,14.03,BIPV,Flat Plate,0.356,2.815,1.0,0.177233864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39%
Xunlight,XR12-88,88W 3-a-Si Thin Film Module,UL 1703,88,81.1,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,1.442,12,1,Y,5.70,26.00,4.60,19.10,51.5,-0.246000,0.136000,-0.394000,0.185000,-0.388000,1.13,17.57,3.85,17.26,BIPV,Flat Plate,0.854,1.688,1.0,0.225840742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.10%
Xunlight,XRS18-146,146W 3-a-Si Thin Film Module,UL 1703,146,135.4,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,2.124,18,1,Y,6.35,39.75,5.00,29.10,51.7,-0.230000,0.121000,-0.380000,0.185000,-0.377000,0.93,26.24,4.51,25.73,BIPV,Flat Plate,0.419,5.070,1.0,0.167677216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87%
Xunlight,XRS18-150,150 W 3-a-Si Thin Film Module,UL 1703,150,139.1,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,2.124,18,1,Y,6.35,40.50,5.00,30.00,51.7,-0.230000,0.121000,-0.380000,0.185000,-0.377000,0.93,27.06,4.51,26.52,BIPV,Flat Plate,0.419,5.070,1.0,0.168253426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06%
Xunlight,XRS18-158,158W 3-a-Si Thin Film Module,UL 1703,158,146.6,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,2.124,18,1,Y,6.35,40.50,5.25,30.00,51.7,-0.230000,0.121000,-0.380000,0.185000,-0.377000,0.98,27.06,4.73,26.52,BIPV,Flat Plate,0.419,5.070,1.0,0.167720978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44%
Xunlight,XR 36-264,264W 3-a-Si Thin Film Module,UL 1703,264,243.5,,No Information Submitted,No Information Submitted,Thin Film,Thin Film,4.771,36,1,Y,5.70,72.00,4.60,57.30,51.5,-0.243000,0.136000,-0.394000,0.185000,-0.388000,1.10,52.18,3.99,51.91,BIPV,Flat Plate,0.914,5.220,1.0,0.217162230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53%
